LineId,Type,Time,Content,EventId,EventTemplate
293,CRED_ACQ,1642760221.561:660,"pid=14286 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",E1,pid=<*> uid=<*> auid=<*> ses=<*> msg='op=PAM:<*> acct=<*> exe=<*> hostname=<*> addr=<*> terminal=<*> res=<*>'
294,LOGIN,1642760221.561:661,pid=14286 uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 ses=98 res=1,E3,pid=<*> uid=<*> old-auid=<*> auid=<*> tty=<*> old-ses=<*> ses=<*> res=<*>
295,USER_START,1642760221.565:662,"pid=14286 uid=0 auid=0 ses=98 msg='op=PAM:session_open acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",E1,pid=<*> uid=<*> auid=<*> ses=<*> msg='op=PAM:<*> acct=<*> exe=<*> hostname=<*> addr=<*> terminal=<*> res=<*>'
296,CRED_DISP,1642760221.569:663,"pid=14286 uid=0 auid=0 ses=98 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",E1,pid=<*> uid=<*> auid=<*> ses=<*> msg='op=PAM:<*> acct=<*> exe=<*> hostname=<*> addr=<*> terminal=<*> res=<*>'
297,USER_END,1642760221.569:664,"pid=14286 uid=0 auid=0 ses=98 msg='op=PAM:session_close acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",E1,pid=<*> uid=<*> auid=<*> ses=<*> msg='op=PAM:<*> acct=<*> exe=<*> hostname=<*> addr=<*> terminal=<*> res=<*>'
298,USER_ACCT,1642761541.593:665,"pid=14293 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:accounting acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",E1,pid=<*> uid=<*> auid=<*> ses=<*> msg='op=PAM:<*> acct=<*> exe=<*> hostname=<*> addr=<*> terminal=<*> res=<*>'
299,CRED_ACQ,1642761541.597:666,"pid=14293 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",E1,pid=<*> uid=<*> auid=<*> ses=<*> msg='op=PAM:<*> acct=<*> exe=<*> hostname=<*> addr=<*> terminal=<*> res=<*>'
300,LOGIN,1642761541.597:667,pid=14293 uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 ses=99 res=1,E3,pid=<*> uid=<*> old-auid=<*> auid=<*> tty=<*> old-ses=<*> ses=<*> res=<*>
301,USER_START,1642761541.597:668,"pid=14293 uid=0 auid=0 ses=99 msg='op=PAM:session_open acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",E1,pid=<*> uid=<*> auid=<*> ses=<*> msg='op=PAM:<*> acct=<*> exe=<*> hostname=<*> addr=<*> terminal=<*> res=<*>'
302,CRED_DISP,1642761541.601:669,"pid=14293 uid=0 auid=0 ses=99 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",E1,pid=<*> uid=<*> auid=<*> ses=<*> msg='op=PAM:<*> acct=<*> exe=<*> hostname=<*> addr=<*> terminal=<*> res=<*>'
303,USER_END,1642761541.601:670,"pid=14293 uid=0 auid=0 ses=99 msg='op=PAM:session_close acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",E1,pid=<*> uid=<*> auid=<*> ses=<*> msg='op=PAM:<*> acct=<*> exe=<*> hostname=<*> addr=<*> terminal=<*> res=<*>'
304,SERVICE_START,1642761552.624:671,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=phpsessionclean comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",E2,pid=<*> uid=<*> auid=<*> ses=<*> msg='unit=<*> comm=<*> exe=<*> hostname=<*> addr=<*> terminal=<*> res=<*>'
305,SERVICE_STOP,1642761552.624:672,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=phpsessionclean comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",E2,pid=<*> uid=<*> auid=<*> ses=<*> msg='unit=<*> comm=<*> exe=<*> hostname=<*> addr=<*> terminal=<*> res=<*>'
306,USER_ACCT,1642761573.416:673,"pid=14362 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:accounting acct=""jhall"" exe=""/usr/sbin/sshd"" hostname=172.19.131.174 addr=172.19.131.174 terminal=ssh res=success'",E1,pid=<*> uid=<*> auid=<*> ses=<*> msg='op=PAM:<*> acct=<*> exe=<*> hostname=<*> addr=<*> terminal=<*> res=<*>'
307,CRED_ACQ,1642761573.424:674,"pid=14362 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:setcred acct=""jhall"" exe=""/usr/sbin/sshd"" hostname=172.19.131.174 addr=172.19.131.174 terminal=ssh res=success'",E1,pid=<*> uid=<*> auid=<*> ses=<*> msg='op=PAM:<*> acct=<*> exe=<*> hostname=<*> addr=<*> terminal=<*> res=<*>'
308,LOGIN,1642761573.424:675,pid=14362 uid=0 old-auid=4294967295 auid=1002 tty=(none) old-ses=4294967295 ses=100 res=1,E3,pid=<*> uid=<*> old-auid=<*> auid=<*> tty=<*> old-ses=<*> ses=<*> res=<*>
309,USER_ACCT,1642761573.456:676,"pid=14371 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:accounting acct=""jhall"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",E1,pid=<*> uid=<*> auid=<*> ses=<*> msg='op=PAM:<*> acct=<*> exe=<*> hostname=<*> addr=<*> terminal=<*> res=<*>'
310,CRED_ACQ,1642761573.460:677,"pid=14371 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:setcred acct=""jhall"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",E1,pid=<*> uid=<*> auid=<*> ses=<*> msg='op=PAM:<*> acct=<*> exe=<*> hostname=<*> addr=<*> terminal=<*> res=<*>'
311,LOGIN,1642761573.460:678,pid=14371 uid=0 old-auid=4294967295 auid=1002 tty=(none) old-ses=4294967295 ses=101 res=1,E3,pid=<*> uid=<*> old-auid=<*> auid=<*> tty=<*> old-ses=<*> ses=<*> res=<*>
312,USER_START,1642761573.460:679,"pid=14371 uid=0 auid=1002 ses=101 msg='op=PAM:session_open acct=""jhall"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",E1,pid=<*> uid=<*> auid=<*> ses=<*> msg='op=PAM:<*> acct=<*> exe=<*> hostname=<*> addr=<*> terminal=<*> res=<*>'
313,SERVICE_START,1642761573.588:680,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=user@1002 comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",E2,pid=<*> uid=<*> auid=<*> ses=<*> msg='unit=<*> comm=<*> exe=<*> hostname=<*> addr=<*> terminal=<*> res=<*>'
314,USER_START,1642761574.784:681,"pid=14362 uid=0 auid=1002 ses=100 msg='op=PAM:session_open acct=""jhall"" exe=""/usr/sbin/sshd"" hostname=172.19.131.174 addr=172.19.131.174 terminal=ssh res=success'",E1,pid=<*> uid=<*> auid=<*> ses=<*> msg='op=PAM:<*> acct=<*> exe=<*> hostname=<*> addr=<*> terminal=<*> res=<*>'
315,CRED_ACQ,1642761574.788:682,"pid=14489 uid=0 auid=1002 ses=100 msg='op=PAM:setcred acct=""jhall"" exe=""/usr/sbin/sshd"" hostname=172.19.131.174 addr=172.19.131.174 terminal=ssh res=success'",E1,pid=<*> uid=<*> auid=<*> ses=<*> msg='op=PAM:<*> acct=<*> exe=<*> hostname=<*> addr=<*> terminal=<*> res=<*>'
316,USER_LOGIN,1642761574.840:683,"pid=14362 uid=0 auid=1002 ses=100 msg='op=login id=1002 exe=""/usr/sbin/sshd"" hostname=172.19.131.174 addr=172.19.131.174 terminal=/dev/pts/0 res=success'",E7,pid=<*> uid=<*> auid=<*> ses=<*> msg='op=<*> id=<*> exe=<*> hostname=<*> addr=<*> terminal=<*> res=<*>'
317,USER_END,1642761593.920:684,"pid=14362 uid=0 auid=1002 ses=100 msg='op=PAM:session_close acct=""jhall"" exe=""/usr/sbin/sshd"" hostname=172.19.131.174 addr=172.19.131.174 terminal=ssh res=success'",E1,pid=<*> uid=<*> auid=<*> ses=<*> msg='op=PAM:<*> acct=<*> exe=<*> hostname=<*> addr=<*> terminal=<*> res=<*>'
318,CRED_DISP,1642761593.920:685,"pid=14362 uid=0 auid=1002 ses=100 msg='op=PAM:setcred acct=""jhall"" exe=""/usr/sbin/sshd"" hostname=172.19.131.174 addr=172.19.131.174 terminal=ssh res=success'",E1,pid=<*> uid=<*> auid=<*> ses=<*> msg='op=PAM:<*> acct=<*> exe=<*> hostname=<*> addr=<*> terminal=<*> res=<*>'
319,SERVICE_STOP,1642761593.952:686,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=user@1002 comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",E2,pid=<*> uid=<*> auid=<*> ses=<*> msg='unit=<*> comm=<*> exe=<*> hostname=<*> addr=<*> terminal=<*> res=<*>'
320,USER_ACCT,1642763341.623:687,"pid=14509 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:accounting acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",E1,pid=<*> uid=<*> auid=<*> ses=<*> msg='op=PAM:<*> acct=<*> exe=<*> hostname=<*> addr=<*> terminal=<*> res=<*>'
321,CRED_ACQ,1642763341.623:688,"pid=14509 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",E1,pid=<*> uid=<*> auid=<*> ses=<*> msg='op=PAM:<*> acct=<*> exe=<*> hostname=<*> addr=<*> terminal=<*> res=<*>'
322,LOGIN,1642763341.623:689,pid=14509 uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 ses=102 res=1,E3,pid=<*> uid=<*> old-auid=<*> auid=<*> tty=<*> old-ses=<*> ses=<*> res=<*>
323,USER_START,1642763341.627:690,"pid=14509 uid=0 auid=0 ses=102 msg='op=PAM:session_open acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",E1,pid=<*> uid=<*> auid=<*> ses=<*> msg='op=PAM:<*> acct=<*> exe=<*> hostname=<*> addr=<*> terminal=<*> res=<*>'
324,CRED_DISP,1642763341.631:691,"pid=14509 uid=0 auid=0 ses=102 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",E1,pid=<*> uid=<*> auid=<*> ses=<*> msg='op=PAM:<*> acct=<*> exe=<*> hostname=<*> addr=<*> terminal=<*> res=<*>'
325,USER_END,1642763341.631:692,"pid=14509 uid=0 auid=0 ses=102 msg='op=PAM:session_close acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",E1,pid=<*> uid=<*> auid=<*> ses=<*> msg='op=PAM:<*> acct=<*> exe=<*> hostname=<*> addr=<*> terminal=<*> res=<*>'
326,SERVICE_START,1642763352.639:693,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=phpsessionclean comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",E2,pid=<*> uid=<*> auid=<*> ses=<*> msg='unit=<*> comm=<*> exe=<*> hostname=<*> addr=<*> terminal=<*> res=<*>'
327,SERVICE_STOP,1642763352.639:694,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=phpsessionclean comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",E2,pid=<*> uid=<*> auid=<*> ses=<*> msg='unit=<*> comm=<*> exe=<*> hostname=<*> addr=<*> terminal=<*> res=<*>'
328,USER_ACCT,1642763821.641:695,"pid=14584 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:accounting acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",E1,pid=<*> uid=<*> auid=<*> ses=<*> msg='op=PAM:<*> acct=<*> exe=<*> hostname=<*> addr=<*> terminal=<*> res=<*>'
329,CRED_ACQ,1642763821.645:696,"pid=14584 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",E1,pid=<*> uid=<*> auid=<*> ses=<*> msg='op=PAM:<*> acct=<*> exe=<*> hostname=<*> addr=<*> terminal=<*> res=<*>'
330,LOGIN,1642763821.645:697,pid=14584 uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 ses=103 res=1,E3,pid=<*> uid=<*> old-auid=<*> auid=<*> tty=<*> old-ses=<*> ses=<*> res=<*>
331,USER_START,1642763821.649:698,"pid=14584 uid=0 auid=0 ses=103 msg='op=PAM:session_open acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",E1,pid=<*> uid=<*> auid=<*> ses=<*> msg='op=PAM:<*> acct=<*> exe=<*> hostname=<*> addr=<*> terminal=<*> res=<*>'
332,CRED_DISP,1642763821.653:699,"pid=14584 uid=0 auid=0 ses=103 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",E1,pid=<*> uid=<*> auid=<*> ses=<*> msg='op=PAM:<*> acct=<*> exe=<*> hostname=<*> addr=<*> terminal=<*> res=<*>'
333,USER_END,1642763821.653:700,"pid=14584 uid=0 auid=0 ses=103 msg='op=PAM:session_close acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",E1,pid=<*> uid=<*> auid=<*> ses=<*> msg='op=PAM:<*> acct=<*> exe=<*> hostname=<*> addr=<*> terminal=<*> res=<*>'
334,SERVICE_START,1642764532.512:701,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=systemd-tmpfiles-clean comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",E2,pid=<*> uid=<*> auid=<*> ses=<*> msg='unit=<*> comm=<*> exe=<*> hostname=<*> addr=<*> terminal=<*> res=<*>'
335,SERVICE_STOP,1642764532.512:702,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=systemd-tmpfiles-clean comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",E2,pid=<*> uid=<*> auid=<*> ses=<*> msg='unit=<*> comm=<*> exe=<*> hostname=<*> addr=<*> terminal=<*> res=<*>'
336,USER_ACCT,1642765141.673:703,"pid=14615 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:accounting acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",E1,pid=<*> uid=<*> auid=<*> ses=<*> msg='op=PAM:<*> acct=<*> exe=<*> hostname=<*> addr=<*> terminal=<*> res=<*>'
337,CRED_ACQ,1642765141.677:704,"pid=14615 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",E1,pid=<*> uid=<*> auid=<*> ses=<*> msg='op=PAM:<*> acct=<*> exe=<*> hostname=<*> addr=<*> terminal=<*> res=<*>'
338,LOGIN,1642765141.677:705,pid=14615 uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 ses=104 res=1,E3,pid=<*> uid=<*> old-auid=<*> auid=<*> tty=<*> old-ses=<*> ses=<*> res=<*>
339,USER_START,1642765141.681:706,"pid=14615 uid=0 auid=0 ses=104 msg='op=PAM:session_open acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",E1,pid=<*> uid=<*> auid=<*> ses=<*> msg='op=PAM:<*> acct=<*> exe=<*> hostname=<*> addr=<*> terminal=<*> res=<*>'
340,CRED_DISP,1642765141.685:707,"pid=14615 uid=0 auid=0 ses=104 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",E1,pid=<*> uid=<*> auid=<*> ses=<*> msg='op=PAM:<*> acct=<*> exe=<*> hostname=<*> addr=<*> terminal=<*> res=<*>'
341,USER_END,1642765141.685:708,"pid=14615 uid=0 auid=0 ses=104 msg='op=PAM:session_close acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",E1,pid=<*> uid=<*> auid=<*> ses=<*> msg='op=PAM:<*> acct=<*> exe=<*> hostname=<*> addr=<*> terminal=<*> res=<*>'
342,SERVICE_START,1642765152.689:709,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=phpsessionclean comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",E2,pid=<*> uid=<*> auid=<*> ses=<*> msg='unit=<*> comm=<*> exe=<*> hostname=<*> addr=<*> terminal=<*> res=<*>'
343,SERVICE_STOP,1642765152.689:710,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=phpsessionclean comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",E2,pid=<*> uid=<*> auid=<*> ses=<*> msg='unit=<*> comm=<*> exe=<*> hostname=<*> addr=<*> terminal=<*> res=<*>'
344,USER_ACCT,1642766941.716:711,"pid=14689 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:accounting acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",E1,pid=<*> uid=<*> auid=<*> ses=<*> msg='op=PAM:<*> acct=<*> exe=<*> hostname=<*> addr=<*> terminal=<*> res=<*>'
345,CRED_ACQ,1642766941.716:712,"pid=14689 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",E1,pid=<*> uid=<*> auid=<*> ses=<*> msg='op=PAM:<*> acct=<*> exe=<*> hostname=<*> addr=<*> terminal=<*> res=<*>'
346,LOGIN,1642766941.716:713,pid=14689 uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 ses=105 res=1,E3,pid=<*> uid=<*> old-auid=<*> auid=<*> tty=<*> old-ses=<*> ses=<*> res=<*>
347,USER_START,1642766941.716:714,"pid=14689 uid=0 auid=0 ses=105 msg='op=PAM:session_open acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",E1,pid=<*> uid=<*> auid=<*> ses=<*> msg='op=PAM:<*> acct=<*> exe=<*> hostname=<*> addr=<*> terminal=<*> res=<*>'
348,CRED_DISP,1642766941.724:715,"pid=14689 uid=0 auid=0 ses=105 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",E1,pid=<*> uid=<*> auid=<*> ses=<*> msg='op=PAM:<*> acct=<*> exe=<*> hostname=<*> addr=<*> terminal=<*> res=<*>'
349,USER_END,1642766941.724:716,"pid=14689 uid=0 auid=0 ses=105 msg='op=PAM:session_close acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",E1,pid=<*> uid=<*> auid=<*> ses=<*> msg='op=PAM:<*> acct=<*> exe=<*> hostname=<*> addr=<*> terminal=<*> res=<*>'
350,SERVICE_START,1642766952.623:717,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=phpsessionclean comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",E2,pid=<*> uid=<*> auid=<*> ses=<*> msg='unit=<*> comm=<*> exe=<*> hostname=<*> addr=<*> terminal=<*> res=<*>'
351,SERVICE_STOP,1642766952.623:718,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=phpsessionclean comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",E2,pid=<*> uid=<*> auid=<*> ses=<*> msg='unit=<*> comm=<*> exe=<*> hostname=<*> addr=<*> terminal=<*> res=<*>'
352,USER_ACCT,1642767421.734:719,"pid=14761 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:accounting acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",E1,pid=<*> uid=<*> auid=<*> ses=<*> msg='op=PAM:<*> acct=<*> exe=<*> hostname=<*> addr=<*> terminal=<*> res=<*>'
353,CRED_ACQ,1642767421.738:720,"pid=14761 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",E1,pid=<*> uid=<*> auid=<*> ses=<*> msg='op=PAM:<*> acct=<*> exe=<*> hostname=<*> addr=<*> terminal=<*> res=<*>'
354,LOGIN,1642767421.738:721,pid=14761 uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 ses=106 res=1,E3,pid=<*> uid=<*> old-auid=<*> auid=<*> tty=<*> old-ses=<*> ses=<*> res=<*>
355,USER_START,1642767421.738:722,"pid=14761 uid=0 auid=0 ses=106 msg='op=PAM:session_open acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",E1,pid=<*> uid=<*> auid=<*> ses=<*> msg='op=PAM:<*> acct=<*> exe=<*> hostname=<*> addr=<*> terminal=<*> res=<*>'
356,CRED_DISP,1642767421.746:723,"pid=14761 uid=0 auid=0 ses=106 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",E1,pid=<*> uid=<*> auid=<*> ses=<*> msg='op=PAM:<*> acct=<*> exe=<*> hostname=<*> addr=<*> terminal=<*> res=<*>'
357,USER_END,1642767421.746:724,"pid=14761 uid=0 auid=0 ses=106 msg='op=PAM:session_close acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",E1,pid=<*> uid=<*> auid=<*> ses=<*> msg='op=PAM:<*> acct=<*> exe=<*> hostname=<*> addr=<*> terminal=<*> res=<*>'
358,USER_ACCT,1642768741.770:725,"pid=14777 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:accounting acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",E1,pid=<*> uid=<*> auid=<*> ses=<*> msg='op=PAM:<*> acct=<*> exe=<*> hostname=<*> addr=<*> terminal=<*> res=<*>'
359,CRED_ACQ,1642768741.770:726,"pid=14777 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",E1,pid=<*> uid=<*> auid=<*> ses=<*> msg='op=PAM:<*> acct=<*> exe=<*> hostname=<*> addr=<*> terminal=<*> res=<*>'
360,LOGIN,1642768741.770:727,pid=14777 uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 ses=107 res=1,E3,pid=<*> uid=<*> old-auid=<*> auid=<*> tty=<*> old-ses=<*> ses=<*> res=<*>
361,USER_START,1642768741.774:728,"pid=14777 uid=0 auid=0 ses=107 msg='op=PAM:session_open acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",E1,pid=<*> uid=<*> auid=<*> ses=<*> msg='op=PAM:<*> acct=<*> exe=<*> hostname=<*> addr=<*> terminal=<*> res=<*>'
362,CRED_DISP,1642768741.778:729,"pid=14777 uid=0 auid=0 ses=107 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",E1,pid=<*> uid=<*> auid=<*> ses=<*> msg='op=PAM:<*> acct=<*> exe=<*> hostname=<*> addr=<*> terminal=<*> res=<*>'
363,USER_END,1642768741.778:730,"pid=14777 uid=0 auid=0 ses=107 msg='op=PAM:session_close acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",E1,pid=<*> uid=<*> auid=<*> ses=<*> msg='op=PAM:<*> acct=<*> exe=<*> hostname=<*> addr=<*> terminal=<*> res=<*>'
364,SERVICE_START,1642768752.642:731,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=phpsessionclean comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",E2,pid=<*> uid=<*> auid=<*> ses=<*> msg='unit=<*> comm=<*> exe=<*> hostname=<*> addr=<*> terminal=<*> res=<*>'
365,SERVICE_STOP,1642768752.642:732,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=phpsessionclean comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",E2,pid=<*> uid=<*> auid=<*> ses=<*> msg='unit=<*> comm=<*> exe=<*> hostname=<*> addr=<*> terminal=<*> res=<*>'
366,USER_ACCT,1642770541.805:733,"pid=14861 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:accounting acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",E1,pid=<*> uid=<*> auid=<*> ses=<*> msg='op=PAM:<*> acct=<*> exe=<*> hostname=<*> addr=<*> terminal=<*> res=<*>'
367,CRED_ACQ,1642770541.809:734,"pid=14861 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",E1,pid=<*> uid=<*> auid=<*> ses=<*> msg='op=PAM:<*> acct=<*> exe=<*> hostname=<*> addr=<*> terminal=<*> res=<*>'
368,LOGIN,1642770541.809:735,pid=14861 uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 ses=108 res=1,E3,pid=<*> uid=<*> old-auid=<*> auid=<*> tty=<*> old-ses=<*> ses=<*> res=<*>
369,USER_START,1642770541.813:736,"pid=14861 uid=0 auid=0 ses=108 msg='op=PAM:session_open acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",E1,pid=<*> uid=<*> auid=<*> ses=<*> msg='op=PAM:<*> acct=<*> exe=<*> hostname=<*> addr=<*> terminal=<*> res=<*>'
370,CRED_DISP,1642770541.817:737,"pid=14861 uid=0 auid=0 ses=108 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",E1,pid=<*> uid=<*> auid=<*> ses=<*> msg='op=PAM:<*> acct=<*> exe=<*> hostname=<*> addr=<*> terminal=<*> res=<*>'
371,USER_END,1642770541.817:738,"pid=14861 uid=0 auid=0 ses=108 msg='op=PAM:session_close acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",E1,pid=<*> uid=<*> auid=<*> ses=<*> msg='op=PAM:<*> acct=<*> exe=<*> hostname=<*> addr=<*> terminal=<*> res=<*>'
372,SERVICE_START,1642770552.632:739,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=phpsessionclean comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",E2,pid=<*> uid=<*> auid=<*> ses=<*> msg='unit=<*> comm=<*> exe=<*> hostname=<*> addr=<*> terminal=<*> res=<*>'
373,SERVICE_STOP,1642770552.632:740,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=phpsessionclean comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",E2,pid=<*> uid=<*> auid=<*> ses=<*> msg='unit=<*> comm=<*> exe=<*> hostname=<*> addr=<*> terminal=<*> res=<*>'
